scaffold	markerid	gene	Superkingdom	Phylum	Class	Order	Family	Genus	Species
contig-100_0	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	(unassigned)	(unassigned)	(unassigned)	Olavius algarvensis Delta 4 endosymbiont
contig-100_1	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sulfidiphilus
contig-100_10	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	(unassigned)	(unassigned)	(unassigned)	endosymbiont of unidentified scaly snail isolate Monju
contig-100_100	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii
contig-100_10013	NA	NA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
contig-100_10014	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas knackmussii
contig-100_10023	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter fumaroxidans
contig-100_10029	NA	NA	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Danio	Danio rerio
contig-100_1003	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
contig-100_1004	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum alkenivorans
contig-100_10067	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sulfidiphilus
contig-100_10068	NA	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta smaragdinae
contig-100_10083	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides
contig-100_10090	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
contig-100_10098	NA	NA	Eukaryota	Platyhelminthes	Cestoda	Diphyllobothriidea	Diphyllobothriidae	Spirometra	Spirometra erinaceieuropaei
contig-100_101	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia
contig-100_1010	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_10102	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_10103	NA	NA	Eukaryota	Chordata	(unassigned)	(unassigned)	Branchiostomidae	Branchiostoma	Branchiostoma floridae
contig-100_1013	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	Thiocystis violascens
contig-100_10132	NA	NA	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Danio	Danio rerio
contig-100_1014	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculus	Desulfarculus baarsii
contig-100_10146	NA	NA	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus carpio
contig-100_10153	NA	NA	Bacteria	Cyanobacteria	(unassigned)	Chroococcales	(unassigned)	Chamaesiphon	Chamaesiphon minutus
contig-100_10173	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	uncultured Desulfobacterium sp.
contig-100_10182	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides
contig-100_10187	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geoalkalibacter	Geoalkalibacter subterraneus
contig-100_102	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum brasilense
contig-100_1021	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_10212	NA	NA	Eukaryota	Hemichordata	Enteropneusta	(unassigned)	Harrimaniidae	Saccoglossus	Saccoglossus kowalevskii
contig-100_1022	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_10256	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	Pelobacter carbinolicus
contig-100_1026	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sulfidiphilus
contig-100_10279	NA	NA	Eukaryota	Nematoda	Chromadorea	Ascaridida	Toxocaridae	Toxocara	Toxocara canis
contig-100_10281	NA	NA	Eukaryota	Chordata	Mammalia	Primates	Cercopithecidae	Colobus	Colobus angolensis
contig-100_103	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
contig-100_1030	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sp. M21
contig-100_10300	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum
contig-100_10311	NA	NA	Eukaryota	Cnidaria	Anthozoa	Actiniaria	Edwardsiidae	Nematostella	Nematostella vectensis
contig-100_1032	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum
contig-100_1034	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_10374	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum seropedicae
contig-100_10388	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tubiashii
contig-100_10393	NA	NA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces glaucescens
contig-100_10403	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum alkenivorans
contig-100_10414	NA	NA	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Flexistipes	Flexistipes sinusarabici
contig-100_10415	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_10432	NA	NA	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila pseudoobscura
contig-100_10436	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	blood disease bacterium R229
contig-100_10442	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum
contig-100_1045	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
contig-100_10465	NA	NA	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	Takifugu rubripes
contig-100_10466	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia liquefaciens
contig-100_1048	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum
contig-100_10487	NA	NA	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Danio	Danio rerio
contig-100_1049	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum alkenivorans
contig-100_105	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
contig-100_10516	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. JS42
contig-100_1052	NA	NA	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	Fretibacterium fastidiosum
contig-100_10525	NA	NA	Eukaryota	Chordata	Mammalia	(unassigned)	Camelidae	Camelus	Camelus ferus
contig-100_1053	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia sp. SCBI
contig-100_10531	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
contig-100_10549	NA	NA	Eukaryota	Annelida	(unassigned)	Haplotaxida	Naididae	Stylaria	Stylaria sp. THS-2006
contig-100_1055	NA	NA	Eukaryota	Annelida	(unassigned)	Haplotaxida	Naididae	Olavius	Olavius algarvensis
contig-100_10566	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
contig-100_1058	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	Desulfococcus oleovorans
contig-100_106	NA	NA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis
contig-100_10610	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum
contig-100_1062	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_10621	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_10638	NA	NA	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Danio	Danio rerio
contig-100_107	NA	NA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces vietnamensis
contig-100_1076	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum
contig-100_10761	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti
contig-100_10765	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	Rhodanobacter denitrificans
contig-100_108	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Edwardsiella	Edwardsiella piscicida
contig-100_10831	NA	NA	Eukaryota	Platyhelminthes	Monogenea	Polyopisthocotylea	Polystomatidae	Protopolystoma	Protopolystoma xenopodis
contig-100_10864	NA	NA	Eukaryota	Nematoda	Chromadorea	Rhabditida	Heligmonellidae	Nippostrongylus	Nippostrongylus brasiliensis
contig-100_1087	NA	NA	Eukaryota	Platyhelminthes	Trematoda	Echinostomida	Echinostomatidae	Echinostoma	Echinostoma caproni
contig-100_10877	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geoalkalibacter	Geoalkalibacter subterraneus
contig-100_10892	NA	NA	Eukaryota	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Callorhinchus milii
contig-100_1091	NA	NA	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles albimanus
contig-100_10939	NA	NA	Eukaryota	Chordata	Ascidiacea	Enterogona	Cionidae	Ciona	Ciona intestinalis
contig-100_10961	NA	NA	Eukaryota	Arthropoda	Insecta	Lepidoptera	Plutellidae	Plutella	Plutella xylostella
contig-100_10963	NA	NA	Eukaryota	Chordata	(unassigned)	Crocodylia	Alligatoridae	Alligator	Alligator mississippiensis
contig-100_10965	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum alkenivorans
contig-100_11	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sulfidiphilus
contig-100_110	NA	NA	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Cryptobacterium	Cryptobacterium curtum
contig-100_1100	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
contig-100_11007	NA	NA	Eukaryota	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus	Lepisosteus oculatus
contig-100_1103	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
contig-100_11030	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	Roseobacter litoralis
contig-100_11032	NA	NA	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra vulgaris
contig-100_1104	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
contig-100_11044	NA	NA	Eukaryota	Platyhelminthes	Cestoda	Diphyllobothriidea	Diphyllobothriidae	Spirometra	Spirometra erinaceieuropaei
contig-100_11079	NA	NA	Bacteria	(unassigned)	(unassigned)	(unassigned)	(unassigned)	(unassigned)	uncultured bacterium
contig-100_11096	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax dieselolei
contig-100_111	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
contig-100_1110	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	(unassigned)	(unassigned)	(unassigned)	gamma proteobacterium SIP-G1
contig-100_11108	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	(unassigned)	(unassigned)	(unassigned)	endosymbiont of unidentified scaly snail isolate Monju
contig-100_1111	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
contig-100_11126	NA	NA	Eukaryota	Chordata	(unassigned)	Testudines	Emydidae	Chrysemys	Chrysemys picta
contig-100_11134	NA	NA	Eukaryota	Chordata	Aves	Coliiformes	Coliidae	Colius	Colius striatus
contig-100_11142	NA	NA	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	Gasterosteus aculeatus
contig-100_1115	NA	NA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Rhodococcus sp. B7740
contig-100_11194	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum
contig-100_112	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sulfidiphilus
contig-100_11201	NA	NA	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster
contig-100_1122	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	Castellaniella defragrans
contig-100_113	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum alkenivorans
contig-100_11341	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax dieselolei
contig-100_1135	NA	NA	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Danio	Danio rerio
contig-100_11358	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus
contig-100_11379	NA	NA	Eukaryota	Porifera	Demospongiae	Haplosclerida	Niphatidae	Amphimedon	Amphimedon queenslandica
contig-100_11396	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium radiotolerans
contig-100_114	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_1140	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_11422	NA	NA	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti
contig-100_11424	NA	NA	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Vollenhovia	Vollenhovia emeryi
contig-100_11447	NA	NA	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
contig-100_1145	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio nitratireducens
contig-100_11458	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	(unassigned)	Rhodocyclaceae bacterium PG1-Ca6
contig-100_115	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum alkenivorans
contig-100_1150	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_1151	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum alkenivorans
contig-100_11512	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio magneticus
contig-100_11534	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	Desulfococcus oleovorans
contig-100_1159	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_11590	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus mirabilis
contig-100_11598	NA	NA	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster
contig-100_116	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio gigas
contig-100_1160	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii
contig-100_11617	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus capsulatus
contig-100_11619	NA	NA	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Danio	Danio rerio
contig-100_1165	NA	NA	Eukaryota	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus
contig-100_11650	NA	NA	Eukaryota	Arthropoda	Insecta	Lepidoptera	Bombycidae	Bombyx	Bombyx mori
contig-100_11688	NA	NA	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila miranda
contig-100_1169	NA	NA	Eukaryota	Chordata	Actinopteri	(unassigned)	Sciaenidae	Larimichthys	Larimichthys crocea
contig-100_11696	NA	NA	Eukaryota	Arthropoda	Insecta	Phthiraptera	Pediculidae	Pediculus	Pediculus humanus
contig-100_117	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
contig-100_11702	NA	NA	Eukaryota	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	Tinamus guttatus
contig-100_1172	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum
contig-100_11741	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter pickeringii
contig-100_1175	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
contig-100_11752	NA	NA	Eukaryota	Chordata	Actinopteri	Anabantiformes	Channidae	Channa	Channa argus
contig-100_11753	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
contig-100_11789	NA	NA	Eukaryota	Arthropoda	Insecta	Hymenoptera	Braconidae	Fopius	Fopius arisanus
contig-100_118	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfurivibrio	Desulfurivibrio alkaliphilus
contig-100_11801	NA	NA	Bacteria	Cyanobacteria	(unassigned)	Chroococcales	(unassigned)	Synechococcus	Synechococcus sp. KORDI-49
contig-100_11802	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	Azoarcus sp. BH72
contig-100_1181	NA	NA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum kuznetsovii
contig-100_1182	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
contig-100_11857	NA	NA	Eukaryota	Chordata	Aves	Passeriformes	Fringillidae	Serinus	Serinus canaria
contig-100_1186	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_1188	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax avenae
contig-100_11885	NA	NA	Eukaryota	Chordata	Aves	Coraciiformes	Meropidae	Merops	Merops nubicus
contig-100_119	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus
contig-100_1191	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	(unassigned)	Thiomonas	Thiomonas intermedia
contig-100_11914	NA	NA	Eukaryota	Chordata	Actinopteri	Cichliformes	Cichlidae	Haplochromis	Haplochromis burtoni
contig-100_11917	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_11927	NA	NA	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Danio	Danio rerio
contig-100_1196	NA	NA	Eukaryota	Streptophyta	(unassigned)	Solanales	Solanaceae	Solanum	Solanum lycopersicum
contig-100_11975	NA	NA	Eukaryota	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis
contig-100_11976	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	Desulfatibacillum alkenivorans
contig-100_11996	NA	NA	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Danio	Danio rerio
contig-100_12	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	Desulfococcus oleovorans
contig-100_1201	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_1204	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_12049	NA	NA	Eukaryota	Chordata	(unassigned)	Myxiniformes	Myxinidae	Eptatretus	Eptatretus burgeri
contig-100_1205	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum
contig-100_1206	NA	NA	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leifsonia	Leifsonia xyli
contig-100_1208	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
contig-100_12086	NA	NA	Eukaryota	Nemertea	Anopla	Heteronemertea	Cerebratulidae	Cerebratulus	Cerebratulus lacteus
contig-100_12098	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira xiamenensis
contig-100_121	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus
contig-100_1213	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	uncultured Desulfobacterium sp.
contig-100_1214	NA	NA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis
contig-100_12142	NA	NA	Eukaryota	Platyhelminthes	Cestoda	Diphyllobothriidea	Diphyllobothriidae	Spirometra	Spirometra erinaceieuropaei
contig-100_12164	NA	NA	Eukaryota	Platyhelminthes	Cestoda	Diphyllobothriidea	Diphyllobothriidae	Spirometra	Spirometra erinaceieuropaei
contig-100_12167	NA	NA	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Danio	Danio rerio
contig-100_1217	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum
contig-100_1218	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri
contig-100_1219	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio aespoeensis
contig-100_12192	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium diazoefficiens
contig-100_122	NA	NA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans
contig-100_1221	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	(unassigned)	(unassigned)	Thiolapillus	Thiolapillus brandeum
contig-100_12216	NA	NA	Bacteria	Proteobacteria	Alphaproteobacteria	(unassigned)	(unassigned)	Polymorphum	Polymorphum gilvum
contig-100_1223	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	(unassigned)	(unassigned)	(unassigned)	endosymbiont of unidentified scaly snail isolate Monju
contig-100_12245	NA	NA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium	Marichromatium purpuratum
